Time [s],Flags,FrameId,PayloadLength,HeaderCRC,CycleCount,Data,CRC
0.014976940000000,0,13,17,1965,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11004125
0.015185950000000,4,17,17,1931,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32,4098999
0.015238220000000,4,18,17,1428,25,221|23|0|104|0|200|255|7|0|0|0|0|0|0|0|0|104|87|0|0|0|0|5|0|241|235|255|151|0|72|255|7|0|176,7142307
0.015290500000000,4,19,17,1121,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|120|83|0|128|0|128|5|0|241|231|255|215|255|247|30|8|0|48,9457003
0.015342700000000,4,20,17,426,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|170|33|0|18|0|0|0|0|0|48,2153874
0.015394900000000,0,21,17,95,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,15651637
0.015499070000000,4,23,17,949,25,0|0|0|0|0|0|0|0|53|2|0|252|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|64,3291766
0.015551270000000,7,24,17,1392,25,41|3|0|56|0|80|36|0|48|243|33|33|32|32|0|0|220|243|159|0|0|0|0|0|16|3|253|63|240|0|224|255|0|240,10613414
0.015603440000000,4,25,17,934,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|142|163|13|218|0|0|16|0|0|0|0|0|0|0|0|0|0|48,1996195
0.015655640000000,4,26,17,441,25,67|230|255|253|191|255|247|255|50|195|191|127|254|63|254|63|218|3|25|0|0|16|0|126|101|250|255|255|63|0|254|254|0|212,6484220
0.015759940000000,4,28,17,1415,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|192|93|221|36|240|31|0|0|0|0|0|112,14644473
0.015812140000000,4,29,17,1138,25,63|228|191|255|175|20|0|0|8|68|36|2|255|0|254|1|87|196|68|4|1|0|119|132|0|0|0|0|0|0|0|0|0|224,4054471
0.015916550000000,4,31,17,1944,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32,6280520
0.015968750000000,4,32,17,543,25,104|226|63|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128,10818052
0.016020950000000,4,33,17,1002,25,98|5|0|32|96|255|243|255|213|69|7|229|255|253|239|255|48|165|127|244|127|255|243|255|0|0|0|0|0|0|0|0|0|224,7744925
0.016073150000000,4,34,17,501,25,0|0|42|21|0|0|0|0|237|117|32|156|246|1|38|18|95|21|255|127|251|3|0|125|0|0|0|0|0|0|0|0|0|224,13410804
0.016125350000000,0,35,17,0,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5741565
0.016177520000000,0,36,17,1483,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1411456
0.016282260000000,0,38,17,1569,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5261963
0.016334040000000,0,39,17,2004,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,14425579
0.016542900000000,0,43,17,1069,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16285727
0.016647530000000,7,45,17,1840,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|226|6|0|0|0|0|0|0|0|48,11267294
0.016855990000000,0,49,17,53,25,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16021756
0.016908190000000,4,50,17,554,25,0|0|126|183|0|0|58|1|0|0|0|0|0|0|0|0|0|128|13|20|160|0|139|48|0|0|0|0|0|0|0|0|0|160,5290754
